index	text
9451	{StaffName} grew up on a farm and always enjoyed helping out with the animals. After gaining a degree in paleontology, they have now been on site for two years.
9452	{StaffName} grew up on a farm and always enjoyed helping out with the animals. After gaining a degree in paleontology, they have now been on site for two years.
9453	{StaffFirstName} feels very lucky to have a job that gives them such satisfaction. {StaffFirstName} completed a degree in Paleobiology at Princeton University. {StaffFirstName} has been with the team for six years, joining after university.
9454	{StaffFirstName} feels very lucky to have a job that gives them such satisfaction. {StaffFirstName} completed a degree in Paleobiology at Princeton University. {StaffFirstName} has been with the team for six years, joining after university.
9455	{StaffName} was raised in the country and has loved dinosaurs since childhood. They completed a Paleontology degree from King Saud University in Saudi Arabia.
9456	{StaffName} was raised in the country and has loved dinosaurs since childhood. They completed a Paleontology degree from King Saud University in Saudi Arabia.
9457	{StaffFirstName} completed a BSc in Ecology at Flinders University, Australia. {StaffFirstName}’s interest in dinosaurs began before they started school. {StaffFirstName} enjoys learning languages and is fluent in Mandarin and Arabic.
9458	{StaffFirstName} completed a BSc in Ecology at Flinders University, Australia. {StaffFirstName}’s interest in dinosaurs began before they started school. {StaffFirstName} enjoys learning languages and is fluent in Mandarin and Arabic.
9459	{StaffFirstName} studied Geology at Yale, like their hero Othniel Charles Marsh. {StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. They are a dedicated comic book fan with a collection of over 1,000 issues.
9460	{StaffFirstName} studied Geology at Yale, like their hero Othniel Charles Marsh. {StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. They are a dedicated comic book fan with a collection of over 1,000 issues.
9461	Raised in the suburbs, {StaffName} has always dreamed of travelling the world. Prior to joining the team, {StaffFirstName} worked on various research projects.
9462	Raised in the suburbs, {StaffName} has always dreamed of travelling the world. Prior to joining the team, {StaffFirstName} worked on various research projects.
9463	{StaffName} was born by the seaside and soon developed a love for marine reptiles. A degree in Finance from the University of Copenhagen led to a job in banking.
9464	{StaffName} was born by the seaside and soon developed a love for marine reptiles. A degree in Finance from the University of Copenhagen led to a job in banking.
9465	{StaffName} moved often as a child and loved learning about pre-historic sites. A strong work ethic has made {StaffFirstName} a valued member of the team.
9466	{StaffName} moved often as a child and loved learning about pre-historic sites. A strong work ethic has made {StaffFirstName} a valued member of the team.
9467	{StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName}’s big passion outside of work is skiing. {StaffFirstName} had a brief career as a professional basketball player.
9468	{StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName}’s big passion outside of work is skiing. {StaffFirstName} had a brief career as a professional basketball player.
9469	{StaffName}’s childhood was spent climbing hills and reading about dinosaurs. They joined the company after tiring of a long career in the automobile industry.
9470	{StaffName}’s childhood was spent climbing hills and reading about dinosaurs. They joined the company after tiring of a long career in the automobile industry.
9471	Natural explorer {StaffFirstName} applied for a job immediately when the park opened. {StaffFirstName} is a big fan of comedy and goes to regular stand-up nights. {StaffFirstName} owns four dogs, six cats and a number of chickens as pets!
9472	Natural explorer {StaffFirstName} applied for a job immediately when the park opened. {StaffFirstName} is a big fan of comedy and goes to regular stand-up nights. {StaffFirstName} owns four dogs, six cats and a number of chickens as pets!
9473	A popular member of the team, {StaffFirstName} joined the company six years ago. {StaffFirstName} was head of the paleontological society at their university. {StaffFirstName} has tasted the world’s hottest chili, the Carolina Reaper. 
9474	A popular member of the team, {StaffFirstName} joined the company six years ago. {StaffFirstName} was head of the paleontological society at their university. {StaffFirstName} has tasted the world’s hottest chili, the Carolina Reaper. 
9475	As a child, {StaffName} often visited the dinosaur exhibits at the local museum. They jumped at the chance to work closely with the world’s largest living beings. {StaffFirstName} runs a popular online blog about their job.
9476	As a child, {StaffName} often visited the dinosaur exhibits at the local museum. They jumped at the chance to work closely with the world’s largest living beings. {StaffFirstName} runs a popular online blog about their job.
9477	When the opportunity arose, {StaffFirstName} applied for a job on site instantly. {StaffFirstName} enjoys pitting their wits against others at a local chess club. {StaffFirstName} comes from a huge family - they are the eldest of nine children!
9478	When the opportunity arose, {StaffFirstName} applied for a job on site instantly. {StaffFirstName} enjoys pitting their wits against others at a local chess club. {StaffFirstName} comes from a huge family - they are the eldest of nine children!
9479	{StaffFirstName} gained an MSc in Environmental Science from Cornell University. {StaffFirstName} is a popular team member and has been on site for two years. Their favorite dinosaur is the Tapejara, which has a bright crest on its head.
9480	{StaffFirstName} gained an MSc in Environmental Science from Cornell University. {StaffFirstName} is a popular team member and has been on site for two years. Their favorite dinosaur is the Tapejara, which has a bright crest on its head.
9481	{StaffFirstName} joined the team six months ago and is improving every day. {StaffFirstName} has dreamed about working with dinosaurs since they were a child. {StaffFirstName}’s down time is mostly spent relaxing at home.
9482	{StaffFirstName} joined the team six months ago and is improving every day. {StaffFirstName} has dreamed about working with dinosaurs since they were a child. {StaffFirstName}’s down time is mostly spent relaxing at home.
9483	{StaffFirstName} began their career at the company straight out of university. Their love of dinosaurs began at home, where there were many paleontology books. {StaffFirstName} was a champion go-kart racer as a child.
9484	{StaffFirstName} began their career at the company straight out of university. Their love of dinosaurs began at home, where there were many paleontology books. {StaffFirstName} was a champion go-kart racer as a child.
9485	As a child, {StaffName} often visited the nearby museum to learn about dinosaurs. They gained a degree in Business from UCD before taking a master's in Paleobiology.
9486	As a child, {StaffName} often visited the nearby museum to learn about dinosaurs. They gained a degree in Business from UCD before taking a master's in Paleobiology.
9487	{StaffName} was raised on a farm but moved to the city as a teenager. They have fond memories of watching programs about dinosaurs in their childhood. {StaffFirstName} enjoys regular board games nights with their friends.
9488	{StaffName} was raised on a farm but moved to the city as a teenager. They have fond memories of watching programs about dinosaurs in their childhood. {StaffFirstName} enjoys regular board games nights with their friends.
9489	{StaffFirstName} had only a passing interest in paleontology until university. {StaffFirstName} loves to travel, and often goes on city breaks around the world. {StaffFirstName} is writing a book about the famous dinosaur expert Barnum Brown.
9490	{StaffFirstName} had only a passing interest in paleontology until university. {StaffFirstName} loves to travel, and often goes on city breaks around the world. {StaffFirstName} is writing a book about the famous dinosaur expert Barnum Brown.
9491	{StaffName} was born in a major city but preferred the quiet of country life. They completed a degree in Paleontology at the Universitat Autonoma de Barcelona.
9492	{StaffName} was born in a major city but preferred the quiet of country life. They completed a degree in Paleontology at the Universitat Autonoma de Barcelona.
9493	Born and raised in the city, {StaffName} moved to the USA as a teenager. They completed a degree in English Literature from Jadavpur University in India.
9494	Born and raised in the city, {StaffName} moved to the USA as a teenager. They completed a degree in English Literature from Jadavpur University in India.
9495	{StaffFirstName} gained a degree in Paleobiology from the University of Bristol. A love of dinosaurs runs in their family – their sister is also a dinosaur expert. During their down time, {StaffFirstName} is a self-confessed television addict.
9496	{StaffFirstName} gained a degree in Paleobiology from the University of Bristol. A love of dinosaurs runs in their family – their sister is also a dinosaur expert. During their down time, {StaffFirstName} is a self-confessed television addict.
9497	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} likes to go for long walks in the park with their two pet dogs. {StaffFirstName} was a talented swimmer in their youth.
9498	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} likes to go for long walks in the park with their two pet dogs. {StaffFirstName} was a talented swimmer in their youth.
9499	{StaffName} grew up in the country and developed a love of dinosaurs at school. They first became obsessed with dinosaurs when watching cartoons as a toddler.
9500	{StaffName} grew up in the country and developed a love of dinosaurs at school. They first became obsessed with dinosaurs when watching cartoons as a toddler.
9501	A passion for animal conservation led {StaffFirstName} into the dinosaur world. {StaffFirstName} is interested in spirituality, and practices yoga and meditation. {StaffFirstName} once climbed Mount Kilimanjaro in Tanzania.
9502	A passion for animal conservation led {StaffFirstName} into the dinosaur world. {StaffFirstName} is interested in spirituality, and practices yoga and meditation. {StaffFirstName} once climbed Mount Kilimanjaro in Tanzania.
9503	{StaffName} moved around regularly as a child due to their mother's job. {StaffFirstName}'s intelligence and drive have led to two successive promotions. They are a dedicated comic book fan with a collection of over 1,000 issues.
9504	{StaffName} moved around regularly as a child due to their mother's job. {StaffFirstName}'s intelligence and drive have led to two successive promotions. They are a dedicated comic book fan with a collection of over 1,000 issues.
9505	{StaffFirstName} is a new arrival, after years spent running their own business. {StaffFirstName} has always been fascinated by dinosaurs and loves their job. {StaffFirstName}’s research has been published in many paleontology journals.
9506	{StaffFirstName} is a new arrival, after years spent running their own business. {StaffFirstName} has always been fascinated by dinosaurs and loves their job. {StaffFirstName}’s research has been published in many paleontology journals.
9507	{StaffFirstName} had a huge collection of dinosaur comics as a young child. {StaffFirstName}’s degree in Museum Studies led to a brief career as a curator. They began working on site after two years with a charity fighting climate change.
9508	{StaffFirstName} had a huge collection of dinosaur comics as a young child. {StaffFirstName}’s degree in Museum Studies led to a brief career as a curator. They began working on site after two years with a charity fighting climate change.
9509	Natural explorer {StaffFirstName} applied for a job immediately when the park opened. {StaffFirstName} enjoys high-octane pursuits like base jumping and skydiving. {StaffFirstName} boasts a range of talents, including juggling and painting.
9510	Natural explorer {StaffFirstName} applied for a job immediately when the park opened. {StaffFirstName} enjoys high-octane pursuits like base jumping and skydiving. {StaffFirstName} boasts a range of talents, including juggling and painting.
9511	{StaffName} moved a lot as a child, before settling into city life as a teenager. Their interest in dinosaurs stems from learning about them in books as a child.
9512	{StaffName} moved a lot as a child, before settling into city life as a teenager. Their interest in dinosaurs stems from learning about them in books as a child.
9513	{StaffName} was raised by paleontologist parents in a city famed for its fossil museum. They joined the company after tiring of a long career in the automobile industry.
9514	{StaffName} was raised by paleontologist parents in a city famed for its fossil museum. They joined the company after tiring of a long career in the automobile industry.
9515	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} is a dedicated fashionista, and often creates their own outfits. {StaffFirstName} admits to a slight, lingering fear of large dinosaurs!
9516	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} is a dedicated fashionista, and often creates their own outfits. {StaffFirstName} admits to a slight, lingering fear of large dinosaurs!
9517	{StaffFirstName} worked in a shoe shop before starting an English degree at York. Their passion for dinosaurs began after a trip to a local archaeological site. {StaffFirstName} runs a popular online blog about their job.
9518	{StaffFirstName} worked in a shoe shop before starting an English degree at York. Their passion for dinosaurs began after a trip to a local archaeological site. {StaffFirstName} runs a popular online blog about their job.
9519	Raised in a large city, {StaffName}'s love of dinosaurs began at a young age. They have been at the company for a number of years, working in a variety of roles.
9520	Raised in a large city, {StaffName}'s love of dinosaurs began at a young age. They have been at the company for a number of years, working in a variety of roles.
9521	{StaffFirstName} took a Maths degree before focusing on their love of dinosaurs. Their interest in scientific development led them to a career in paleontology. {StaffFirstName} has tasted the world’s hottest chili, the Carolina Reaper. 
9522	{StaffFirstName} took a Maths degree before focusing on their love of dinosaurs. Their interest in scientific development led them to a career in paleontology. {StaffFirstName} has tasted the world’s hottest chili, the Carolina Reaper. 
9523	{StaffName} grew up in a small town but always dreamed of moving to the city. {StaffFirstName} went to the local university, saving money by living at home. {StaffFirstName} was a champion go-kart racer as a child.
9524	{StaffName} grew up in a small town but always dreamed of moving to the city. {StaffFirstName} went to the local university, saving money by living at home. {StaffFirstName} was a champion go-kart racer as a child.
9525	Raised in the city, {StaffName} often visited the local natural history museum. Prior to joining the team, {StaffFirstName} worked on various research projects.
9526	Raised in the city, {StaffName} often visited the local natural history museum. Prior to joining the team, {StaffFirstName} worked on various research projects.
9527	{StaffName} was interested dinosaurs as a child and owned many replica fossils. Their passion for dinosaurs stemmed from an early interest in fossils.
9528	{StaffName} was interested dinosaurs as a child and owned many replica fossils. Their passion for dinosaurs stemmed from an early interest in fossils.
9529	{StaffName}’s earliest memory is pretending to unearth new dinosaurs at the beach. They gained a degree in Business from UCD before taking a master's in Paleobiology.
9530	{StaffName}’s earliest memory is pretending to unearth new dinosaurs at the beach. They gained a degree in Business from UCD before taking a master's in Paleobiology.
9531	{StaffName} grew up in a small village and studied dinosaurs from an early age. They thought a career working with dinosaurs was impossible until the site opened.
9532	{StaffName} grew up in a small village and studied dinosaurs from an early age. They thought a career working with dinosaurs was impossible until the site opened.
9533	{StaffName} grew up in a city that was home to a world-renowned geology college. They are making up for lost time, having discovered a love of dinosaurs as an adult.
9534	{StaffName} grew up in a city that was home to a world-renowned geology college. They are making up for lost time, having discovered a love of dinosaurs as an adult.
9535	{StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName} has climbed some of the world’s highest mountains. {StaffFirstName} once climbed Mount Kilimanjaro in Tanzania.
9536	{StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName} has climbed some of the world’s highest mountains. {StaffFirstName} once climbed Mount Kilimanjaro in Tanzania.
9537	{StaffFirstName} is a nature lover and has always wanted to work with animals. Ever since childhood, {StaffFirstName} has had a keen interest in magic. {StaffFirstName} comes from a huge family - they are the eldest of nine children!
9538	{StaffFirstName} is a nature lover and has always wanted to work with animals. Ever since childhood, {StaffFirstName} has had a keen interest in magic. {StaffFirstName} comes from a huge family - they are the eldest of nine children!
9539	{StaffName}'s love of dinosaurs began after learning about Tyrannosaur rex at school. A strong work ethic has made {StaffFirstName} a valued member of the team.
9540	{StaffName}'s love of dinosaurs began after learning about Tyrannosaur rex at school. A strong work ethic has made {StaffFirstName} a valued member of the team.
9541	When the opportunity arose, {StaffFirstName} applied for a job on site instantly. {StaffFirstName} is proficient in karate, possessing a black belt. {StaffFirstName} runs a weekly online quiz for music experts around the world.
9542	When the opportunity arose, {StaffFirstName} applied for a job on site instantly. {StaffFirstName} is proficient in karate, possessing a black belt. {StaffFirstName} runs a weekly online quiz for music experts around the world.
9543	{StaffFirstName} ran their own business before beginning a PhD in Paleobiology. {StaffFirstName} feels very lucky to have a job that gives them such satisfaction. Thrill-seeker {StaffFirstName} has visited over fifty theme parks worldwide.
9544	{StaffFirstName} ran their own business before beginning a PhD in Paleobiology. {StaffFirstName} feels very lucky to have a job that gives them such satisfaction. Thrill-seeker {StaffFirstName} has visited over fifty theme parks worldwide.
9545	{StaffFirstName} gained a degree in Marine Geology from Southampton University. {StaffFirstName} began work a few months ago, having previously been a lecturer. {StaffFirstName} is a published author, having written a book on paleontology.
9546	{StaffFirstName} gained a degree in Marine Geology from Southampton University. {StaffFirstName} began work a few months ago, having previously been a lecturer. {StaffFirstName} is a published author, having written a book on paleontology.
9547	{StaffName} was born in the city, but as a baby their parents bought a small farm. After gaining a degree in paleontology, they have now been on site for two years. Fitness fanatic {StaffFirstName} runs monthly half-marathons.
9548	{StaffName} was born in the city, but as a baby their parents bought a small farm. After gaining a degree in paleontology, they have now been on site for two years. Fitness fanatic {StaffFirstName} runs monthly half-marathons.
9549	{StaffFirstName} started in a junior role but quickly climbed the career ladder. They first became obsessed with dinosaurs when watching cartoons as a toddler. {StaffFirstName} likes to unwind by watching films from the black and white era.
9550	{StaffFirstName} started in a junior role but quickly climbed the career ladder. They first became obsessed with dinosaurs when watching cartoons as a toddler. {StaffFirstName} likes to unwind by watching films from the black and white era.
9551	{StaffFirstName} gained a Geology degree from the prestigious Brown University. They are making up for lost time, having discovered a love of dinosaurs as an adult. {StaffFirstName}’s big passion outside of work is skiing.
9552	{StaffFirstName} gained a Geology degree from the prestigious Brown University. They are making up for lost time, having discovered a love of dinosaurs as an adult. {StaffFirstName}’s big passion outside of work is skiing.
9553	{StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. {StaffFirstName} is interested in spirituality, and practices yoga and meditation. {StaffFirstName} had a brief career as a professional basketball player.
9554	{StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. {StaffFirstName} is interested in spirituality, and practices yoga and meditation. {StaffFirstName} had a brief career as a professional basketball player.
9555	{StaffFirstName} regularly went to the local natural history museum as a child. {StaffFirstName} has a young family and hopes to pass on their love of dinosaurs. {StaffFirstName} was a talented swimmer in their youth.
9556	{StaffFirstName} regularly went to the local natural history museum as a child. {StaffFirstName} has a young family and hopes to pass on their love of dinosaurs. {StaffFirstName} was a talented swimmer in their youth.
9557	{StaffFirstName} joined after university and has proved to be a quick learner. {StaffFirstName} had only a passing interest in paleontology until university. {StaffFirstName} owns four dogs, six cats and a number of chickens as pets!
9558	{StaffFirstName} joined after university and has proved to be a quick learner. {StaffFirstName} had only a passing interest in paleontology until university. {StaffFirstName} owns four dogs, six cats and a number of chickens as pets!
9559	Career-minded {StaffFirstName} has been promoted twice since joining the team. They completed a degree in Paleontology at the Universitat Autonoma de Barcelona. After working in marketing, {StaffFirstName} joined the team two years ago.
9560	Career-minded {StaffFirstName} has been promoted twice since joining the team. They completed a degree in Paleontology at the Universitat Autonoma de Barcelona. After working in marketing, {StaffFirstName} joined the team two years ago.
9561	{StaffFirstName} studied Biology at Stanford before completing their master's. {StaffFirstName}'s intelligence and drive have led to two successive promotions. {StaffFirstName} loves pranks, winning ‘class clown’ in their school yearbook.
9562	{StaffFirstName} studied Biology at Stanford before completing their master's. {StaffFirstName}'s intelligence and drive have led to two successive promotions. {StaffFirstName} loves pranks, winning ‘class clown’ in their school yearbook.
9563	{StaffName} spent their childhood pretending to hunt for fossils with friends. They began working on site after two years with a charity fighting climate change. {StaffFirstName} is proficient in karate, possessing a black belt.
9564	{StaffName} spent their childhood pretending to hunt for fossils with friends. They began working on site after two years with a charity fighting climate change. {StaffFirstName} is proficient in karate, possessing a black belt.
9565	{StaffFirstName} insists that they always knew they would work with dinosaurs. They completed a degree in English Literature from Jadavpur University in India. Prior to joining the team, {StaffFirstName} worked on various research projects.
9566	{StaffFirstName} insists that they always knew they would work with dinosaurs. They completed a degree in English Literature from Jadavpur University in India. Prior to joining the team, {StaffFirstName} worked on various research projects.
9567	{StaffFirstName} was head of the paleontological society at their university. {StaffFirstName} enjoys learning languages and is fluent in Mandarin and Arabic. {StaffFirstName} admits to being extremely competitive – and a very sore loser!
9568	{StaffFirstName} was head of the paleontological society at their university. {StaffFirstName} enjoys learning languages and is fluent in Mandarin and Arabic. {StaffFirstName} admits to being extremely competitive – and a very sore loser!
9569	{StaffName}'s interest in dinosaurs stems from a childhood love of fossils. Their interest in scientific development led them to a career in paleontology.
9570	{StaffName}'s interest in dinosaurs stems from a childhood love of fossils. Their interest in scientific development led them to a career in paleontology.
9571	{StaffName} was born in a coastal town famous for dinosaur discoveries. After gaining a degree in paleontology, they have now been on site for two years. {StaffFirstName}’s dream job as a kid was to be a road sweeper.
9572	{StaffName} was born in a coastal town famous for dinosaur discoveries. After gaining a degree in paleontology, they have now been on site for two years. {StaffFirstName}’s dream job as a kid was to be a road sweeper.
9573	{StaffFirstName} has risen from a junior role to become a key team member. {StaffFirstName}’s interest in dinosaurs began before they started school. {StaffFirstName} appeared in many adverts and television programs as a child.
9574	{StaffFirstName} has risen from a junior role to become a key team member. {StaffFirstName}’s interest in dinosaurs began before they started school. {StaffFirstName} appeared in many adverts and television programs as a child.
9575	{StaffFirstName} was educated at the famous Ivy League university, Harvard. They have fond memories of watching programs about dinosaurs in their childhood. {StaffFirstName} had to overcome a fear of flying in order to join the company.
9576	{StaffFirstName} was educated at the famous Ivy League university, Harvard. They have fond memories of watching programs about dinosaurs in their childhood. {StaffFirstName} had to overcome a fear of flying in order to join the company.
9577	{StaffFirstName} has dreamed about working with dinosaurs since they were a child. {StaffFirstName} likes to unwind by watching films from the black and white era. Trivia buff {StaffFirstName} can name the capital city of every country.
9578	{StaffFirstName} has dreamed about working with dinosaurs since they were a child. {StaffFirstName} likes to unwind by watching films from the black and white era. Trivia buff {StaffFirstName} can name the capital city of every country.
9579	{StaffFirstName} gained a degree in Theatre from Harvard before changing paths. Their passion for dinosaurs stemmed from an early interest in fossils. Their favorite dinosaur is the Tapejara, which has a bright crest on its head.
9580	{StaffFirstName} gained a degree in Theatre from Harvard before changing paths. Their passion for dinosaurs stemmed from an early interest in fossils. Their favorite dinosaur is the Tapejara, which has a bright crest on its head.
9581	{StaffFirstName} was educated at a world-renowned school before studying at Yale. {StaffFirstName} has vast experience, starting with the company in the 1990s. Away from work, they enjoy studying marine life while scuba diving.
9582	{StaffFirstName} was educated at a world-renowned school before studying at Yale. {StaffFirstName} has vast experience, starting with the company in the 1990s. Away from work, they enjoy studying marine life while scuba diving.
9583	{StaffFirstName} completed a Geology degree at the highly regarded Virginia Tech. {StaffFirstName}’s career with the company began five years ago as a supervisor. {StaffFirstName} plays drums and provides backing vocals for a local rock band.
9584	{StaffFirstName} completed a Geology degree at the highly regarded Virginia Tech. {StaffFirstName}’s career with the company began five years ago as a supervisor. {StaffFirstName} plays drums and provides backing vocals for a local rock band.
9585	Born in the country, {StaffName} has been surrounded by animals their whole life. They have been at the company for a number of years, working in a variety of roles.
9586	Born in the country, {StaffName} has been surrounded by animals their whole life. They have been at the company for a number of years, working in a variety of roles.
9587	{StaffName} was born in a major city but preferred the quiet of country life. {StaffFirstName}’s degree in Museum Studies led to a brief career as a curator.
9588	{StaffName} was born in a major city but preferred the quiet of country life. {StaffFirstName}’s degree in Museum Studies led to a brief career as a curator.
9589	{StaffFirstName} has a reputation as a knowledgeable and reliable colleague. A love of dinosaurs runs in their family – their sister is also a dinosaur expert. {StaffFirstName} is a published author, having written a book on paleontology.
9590	{StaffFirstName} has a reputation as a knowledgeable and reliable colleague. A love of dinosaurs runs in their family – their sister is also a dinosaur expert. {StaffFirstName} is a published author, having written a book on paleontology.
9591	{StaffFirstName} completed a degree in Archaeology from the University of Bologna. After working in marketing, {StaffFirstName} joined the team two years ago. {StaffFirstName} claims to have been visited by ghosts on numerous occasions.
9592	{StaffFirstName} completed a degree in Archaeology from the University of Bologna. After working in marketing, {StaffFirstName} joined the team two years ago. {StaffFirstName} claims to have been visited by ghosts on numerous occasions.
9593	{StaffFirstName} completed a physics degree before moving into paleontology. They thought a career working with dinosaurs was impossible until the site opened. {StaffFirstName} has climbed some of the world’s highest mountains.
9594	{StaffFirstName} completed a physics degree before moving into paleontology. They thought a career working with dinosaurs was impossible until the site opened. {StaffFirstName} has climbed some of the world’s highest mountains.
9595	{StaffName} moved a lot as a child, before settling into city life as a teenager. They joined the company after tiring of a long career in the automobile industry.
9596	{StaffName} moved a lot as a child, before settling into city life as a teenager. They joined the company after tiring of a long career in the automobile industry.
9597	{StaffFirstName} gained a degree in Paleontology from the University of Chicago. They found a new passion when their children first showed an interest in dinosaurs. {StaffFirstName} is a big fan of comedy and goes to regular stand-up nights.
9598	{StaffFirstName} gained a degree in Paleontology from the University of Chicago. They found a new passion when their children first showed an interest in dinosaurs. {StaffFirstName} is a big fan of comedy and goes to regular stand-up nights.
9599	{StaffFirstName} had to overcome some fears before agreeing to join the team. {StaffFirstName} worked in sales before studying Geology at the Open University. After an unhappy time in the banking sector, {StaffFirstName} joined the company.
9600	{StaffFirstName} had to overcome some fears before agreeing to join the team. {StaffFirstName} worked in sales before studying Geology at the Open University. After an unhappy time in the banking sector, {StaffFirstName} joined the company.
9601	{StaffFirstName} regularly went to the local natural history museum as a child. {StaffFirstName} loves nothing more than playing a round of golf with friends. {StaffFirstName} dreams of one day visiting Area 51.
9602	{StaffFirstName} regularly went to the local natural history museum as a child. {StaffFirstName} loves nothing more than playing a round of golf with friends. {StaffFirstName} dreams of one day visiting Area 51.
9603	{StaffName} moved around regularly as a child due to their mother's job. A strong work ethic has made {StaffFirstName} a valued member of the team. {StaffFirstName} enjoys high-octane pursuits like base jumping and skydiving.
9604	{StaffName} moved around regularly as a child due to their mother's job. A strong work ethic has made {StaffFirstName} a valued member of the team. {StaffFirstName} enjoys high-octane pursuits like base jumping and skydiving.
9605	{StaffName}’s love of dinosaurs began after researching them for a school project. They took a PhD in Paleontology while working at Yale’s Museum of Natural History.
9606	{StaffName}’s love of dinosaurs began after researching them for a school project. They took a PhD in Paleontology while working at Yale’s Museum of Natural History.
9607	{StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. {StaffFirstName} enjoys regular board games nights with their friends. {StaffFirstName} is a keen follower of astrology.
9608	{StaffFirstName} formed a paleontology club for fellow dinosaur fans at school. {StaffFirstName} enjoys regular board games nights with their friends. {StaffFirstName} is a keen follower of astrology.
9609	{StaffName} was born in a coastal town famous for dinosaur discoveries. {StaffFirstName}'s intelligence and drive have led to two successive promotions. {StaffFirstName} is a twin - but their sibling has no interest in dinosaurs!
9610	{StaffName} was born in a coastal town famous for dinosaur discoveries. {StaffFirstName}'s intelligence and drive have led to two successive promotions. {StaffFirstName} is a twin - but their sibling has no interest in dinosaurs!
9611	{StaffName}’s earliest memory is pretending to unearth new dinosaurs at the beach. Their interest in dinosaurs stems from learning about them in books as a child.
9612	{StaffName}’s earliest memory is pretending to unearth new dinosaurs at the beach. Their interest in dinosaurs stems from learning about them in books as a child.
9613	{StaffFirstName} studied at Cambridge, completing a PhD in Sedimentary Geology. {StaffFirstName} joined the team a year ago and has quickly adapted to the job. {StaffFirstName} had a brief career as a professional basketball player.
9614	{StaffFirstName} studied at Cambridge, completing a PhD in Sedimentary Geology. {StaffFirstName} joined the team a year ago and has quickly adapted to the job. {StaffFirstName} had a brief career as a professional basketball player.
9615	{StaffName}'s love of dinosaurs began after learning about Tyrannosaur rex at school. Their interest in scientific development led them to a career in paleontology.
9616	{StaffName}'s love of dinosaurs began after learning about Tyrannosaur rex at school. Their interest in scientific development led them to a career in paleontology.
9617	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} studied Biology and Chemistry at Japan’s Hokkaido University. {StaffFirstName} joined the company shortly after they completed their PhD.
9618	{StaffFirstName} spent many hours watching dinosaur documentaries as a child. {StaffFirstName} studied Biology and Chemistry at Japan’s Hokkaido University. {StaffFirstName} joined the company shortly after they completed their PhD.
9619	{StaffName} was born in the city, but as a baby their parents bought a small farm. After working in marketing, {StaffFirstName} joined the team two years ago. {StaffFirstName} dreams of one day visiting Area 51.
9620	{StaffName} was born in the city, but as a baby their parents bought a small farm. After working in marketing, {StaffFirstName} joined the team two years ago. {StaffFirstName} dreams of one day visiting Area 51.
9621	{StaffFirstName} went to the Technical University of Munich, studying Geoscience. {StaffFirstName} was head of the paleontological society at their university. Fitness fanatic {StaffFirstName} runs monthly half-marathons.
9622	{StaffFirstName} went to the Technical University of Munich, studying Geoscience. {StaffFirstName} was head of the paleontological society at their university. Fitness fanatic {StaffFirstName} runs monthly half-marathons.
9623	Born and raised in the city, {StaffName} moved to the USA as a teenager. Their love of dinosaurs began when joining their parents on archaeological digs. They are a dedicated comic book fan with a collection of over 1,000 issues.
9624	Born and raised in the city, {StaffName} moved to the USA as a teenager. Their love of dinosaurs began when joining their parents on archaeological digs. They are a dedicated comic book fan with a collection of over 1,000 issues.
9625	{StaffFirstName} completed a degree in Paleobiology at Princeton University. {StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName} designed an alarm clock app that gives daily dinosaur facts.
9626	{StaffFirstName} completed a degree in Paleobiology at Princeton University. {StaffFirstName} is an animal welfare activist and loves working with dinosaurs. {StaffFirstName} designed an alarm clock app that gives daily dinosaur facts.
9627	{StaffName} spent their childhood pretending to hunt for fossils with friends. A degree in Finance from the University of Copenhagen led to a job in banking.
9628	{StaffName} spent their childhood pretending to hunt for fossils with friends. A degree in Finance from the University of Copenhagen led to a job in banking.
9629	{StaffFirstName} feels very lucky to have a job that gives them such satisfaction. {StaffFirstName} studied Geology at Yale, like their hero Othniel Charles Marsh. {StaffFirstName}'s intelligence and drive have led to two successive promotions.
9630	{StaffFirstName} feels very lucky to have a job that gives them such satisfaction. {StaffFirstName} studied Geology at Yale, like their hero Othniel Charles Marsh. {StaffFirstName}'s intelligence and drive have led to two successive promotions.
9631	{StaffFirstName} has always been fascinated by dinosaurs and loves their job. {StaffFirstName} gained a degree in Theatre from Harvard before changing paths. {StaffFirstName} is making up for lost time after a period working in finance.
9632	{StaffFirstName} has always been fascinated by dinosaurs and loves their job. {StaffFirstName} gained a degree in Theatre from Harvard before changing paths. {StaffFirstName} is making up for lost time after a period working in finance.
